t # 0
v 0 1
v 1 2
v 2 3
v 3 4
v 4 5
v 5 6
v 6 7
v 7 8
v 8 9
v 9 10
v 10 11
v 11 12
v 12 13
v 13 14
v 14 15
v 15 16
v 16 17
v 17 18
v 18 19
v 19 20
v 20 21
v 21 22
v 22 23
v 23 24
v 24 25
v 25 26
v 26 27
v 27 28
v 28 29
v 29 30
v 30 31
v 31 32
v 32 33
v 33 34
v 34 35
v 35 36
v 36 37
v 37 38
v 38 39
v 39 40
v 40 41
v 41 42
v 42 43
v 43 44
v 44 45
v 45 46
v 46 47
v 47 48
v 48 49
v 49 50
v 50 51
v 51 52
v 52 53
v 53 54
v 54 55
v 55 56
v 56 57
v 57 58
v 58 59
v 59 60
v 60 61
v 61 62
v 62 63
v 63 64
v 64 65
v 65 66
v 66 67
v 67 68
v 68 69
v 69 70
e 22 7 2732
e 24 25 2733
e 5 6 2734
e 22 30 2735
e 27 7 2736
e 30 29 2737
e 22 29 2738
e 24 0 2339
e 31 1 2739
e 23 32 94
e 32 0 1685
e 2 16 2740
e 2 34 2741
e 32 2 2742
e 2 35 2743
e 27 9 2744
e 9 8 2745
e 35 36 2746
e 32 33 2747
e 27 8 2748
e 23 11 2749
e 11 10 2750
e 11 10 2751
e 11 0 2752
e 32 11 2753
e 32 11 2754
e 11 0 2755
e 23 39 2756
e 39 42 2757
e 39 0 2758
e 39 38 2759
e 39 37 2760
e 42 43 914
e 39 12 2761
e 42 41 913
e 42 40 921
e 37 25 2762
e 23 44 2763
e 13 0 2764
e 44 13 2765
e 44 38 2766
e 44 0 2767
e 44 14 2768
e 2 3 2769
e 14 2 2770
e 23 45 2771
e 45 30 2772
e 45 0 2773
e 45 15 2774
e 45 17 2775
e 45 18 2776
e 17 16 2777
t # 17
v 0 1006
v 1 1007
v 2 1008
v 3 182
v 4 1009
v 5 627
v 6 183
v 7 105
v 8 1010
v 9 76
v 10 1011
v 11 179
v 12 23
v 13 197
v 14 1012
v 15 1013
v 16 48
v 17 207
v 18 222
v 19 634
v 20 66
v 21 29
v 22 1014
v 23 1015
v 24 689
v 25 103
v 26 195
v 27 1016
v 28 1017
v 29 123
v 30 1018
v 31 543
v 32 19
v 33 129
v 34 42
v 35 493
v 36 979
v 37 1019
v 38 958
v 39 236
v 40 1020
v 41 151
v 42 67
v 43 307
v 44 33
v 45 27
v 46 425
v 47 661
v 48 1021
v 49 1022
v 50 608
v 51 375
v 52 334
v 53 481
v 54 72
v 55 472
v 56 604
v 57 544
v 58 765
e 29 0 2778
e 32 27 2779
e 0 31 2780
e 31 30 2781
e 2 0 2782
e 27 0 2783
e 0 1 2784
e 27 28 2785
e 31 3 2786
e 32 34 48
e 32 33 140
e 33 4 2787
e 35 5 2788
e 34 33 139
e 35 8 2789
e 33 0 2790
e 32 35 954
e 36 8 2791
e 34 35 2792
e 36 5 2793
e 35 36 2794
e 34 0 2795
e 35 7 2796
e 32 39 394
e 39 4 2797
e 39 9 2798
e 4 37 2799
e 9 0 2800
e 37 38 2801
e 32 40 2802
e 32 41 232
e 32 42 94
e 41 42 1123
e 41 40 2803
e 10 0 2804
e 42 43 2805
e 40 10 2806
e 40 0 2807
e 12 11 2808
e 40 12 2809
e 42 0 2810
e 42 13 2811
e 41 0 2812
e 40 10 2813
e 32 45 29
e 45 6 2814
e 45 15 2815
e 45 14 2816
e 45 44 2817
e 32 48 2818
e 48 28 2819
e 48 44 2820
e 19 14 2821
e 28 19 2822
e 47 46 2823
e 28 3 2824
e 47 18 2825
e 47 16 2826
e 47 17 2827
e 47 11 2828
e 16 17 2829
e 32 50 2144
e 50 22 2830
e 22 14 2831
e 50 14 2832
e 42 46 2833
e 14 42 2834
e 42 49 2835
e 49 20 2836
e 42 21 2837
e 50 51 2838
e 32 55 2839
e 32 54 2840
e 34 55 2841
e 54 53 2842
e 55 42 2843
e 54 0 2844
e 34 54 2845
e 54 7 2846
e 54 52 2847
e 42 23 2848
e 55 0 2849
e 23 6 2850
e 34 52 2851
e 55 7 2852
e 42 23 2853
e 32 56 1846
e 14 11 2854
e 24 11 1755
e 58 25 2855
e 57 58 2856
e 56 14 2857
e 58 26 2858
e 56 16 2859
e 17 57 1622
e 56 17 2860
e 56 24 2861
t # 18
v 0 256
v 1 178
v 2 259
v 3 815
v 4 269
v 5 262
v 6 1023
v 7 185
v 8 45
v 9 108
v 10 126
v 11 824
v 12 275
v 13 257
v 14 272
v 15 855
v 16 77
v 17 261
v 18 853
v 19 857
v 20 54
v 21 382
v 22 741
v 23 1024
v 24 1025
v 25 277
v 26 1026
v 27 82
v 28 264
v 29 280
v 30 89
v 31 318
v 32 356
v 33 1027
v 34 818
v 35 1028
v 36 39
v 37 270
v 38 152
v 39 1029
v 40 19
v 41 337
v 42 42
v 43 296
v 44 1030
v 45 819
v 46 1031
v 47 309
v 48 284
v 49 151
v 50 441
v 51 254
v 52 33
v 53 1032
v 54 293
v 55 294
v 56 290
v 57 281
v 58 169
v 59 335
v 60 1033
v 61 1034
v 62 1035
v 63 389
v 64 816
v 65 1036
v 66 157
v 67 1037
v 68 299
v 69 300
v 70 301
v 71 289
v 72 304
v 73 305
v 74 239
v 75 306
v 76 307
v 77 279
v 78 208
v 79 248
v 80 308
v 81 1038
v 82 1039
v 83 150
v 84 1040
e 40 38 234
e 4 1 2862
e 39 4 2863
e 38 39 2864
e 39 1 2865
e 0 37 2866
e 37 1 2867
e 37 0 2868
e 44 4 2869
e 40 42 48
e 40 43 520
e 43 44 2870
e 42 43 522
e 40 41 2871
e 41 6 2872
e 41 7 2873
e 42 41 2874
e 40 45 2124
e 45 1 2875
e 45 1 2876
e 45 8 2877
e 8 46 2878
e 40 49 232
e 40 50 2879
e 40 47 567
e 47 48 2229
e 48 10 2462
e 49 50 2880
e 47 9 572
e 49 1 2881
e 51 12 2882
e 51 1 2883
e 12 11 2884
e 50 51 2885
e 50 1 2886
e 49 47 2887
e 47 1 2888
e 40 53 2889
e 42 54 2252
e 53 14 2890
e 54 10 513
e 53 13 2891
e 42 55 2261
e 10 5 512
e 55 15 2259
e 53 52 2892
e 53 1 2893
e 53 42 2894
e 53 54 2895
e 53 55 2896
e 14 55 2897
e 14 54 2898
e 14 42 2899
e 40 56 491
e 40 57 454
e 56 17 523
e 56 16 527
e 42 56 524
e 42 57 2467
e 56 52 528
e 57 18 2464
e 16 1 2900
e 40 59 629
e 59 58 2901
e 59 0 2902
e 59 1 2903
e 59 61 2904
e 61 60 2905
e 61 20 2906
e 1 19 2907
e 38 62 2908
e 63 13 2909
e 62 13 2910
e 62 0 2911
e 63 21 2912
e 62 63 2913
e 63 1 2914
e 40 64 2915
e 64 1 2916
e 64 22 2917
e 64 1 2918
e 64 23 2919
e 40 65 2920
e 65 1 2921
e 65 24 2922
e 63 66 2923
e 24 63 2924
e 63 67 2925
e 65 0 2926
e 65 25 2927
e 65 0 2928
e 27 1 2929
e 42 1 2930
e 65 68 2931
e 70 69 534
e 42 16 2932
e 65 16 2933
e 68 69 538
e 68 1 2934
e 65 1 2935
e 69 26 2936
e 69 70 2937
e 65 42 2938
e 40 72 552
e 72 49 553
e 74 75 554
e 72 73 555
e 72 71 556
e 74 1 2939
e 42 2 2940
e 42 3 2941
e 72 3 2942
e 75 76 560
e 73 10 561
e 42 28 2170
e 72 2 559
e 72 42 2943
e 75 77 564
e 10 42 2176
e 10 28 562
e 73 74 565
e 75 78 566
e 40 81 2944
e 81 80 2945
e 81 29 2946
e 81 1 2947
e 81 9 2948
e 81 47 2949
e 47 9 2950
e 81 79 2951
e 29 30 581
e 40 83 763
e 83 31 2952
e 83 35 2953
e 83 2 2954
e 83 3 2231
e 9 33 2955
e 83 9 644
e 83 34 2956
e 83 27 2957
e 3 84 2958
e 2 82 2959
e 83 36 2960
e 31 32 2961
t # 19
v 0 1041
v 1 1042
v 2 1043
v 3 88
v 4 192
v 5 105
v 6 348
v 7 654
v 8 179
v 9 690
v 10 1044
v 11 1045
v 12 437
v 13 89
v 14 718
v 15 222
v 16 1046
v 17 131
v 18 1047
v 19 1048
v 20 1049
v 21 1050
v 22 668
v 23 17
v 24 1051
v 25 605
v 26 91
v 27 128
v 28 1052
v 29 548
v 30 1053
v 31 389
v 32 19
v 33 296
v 34 27
v 35 42
v 36 289
v 37 162
v 38 707
v 39 300
v 40 381
v 41 1054
v 42 49
v 43 129
v 44 33
v 45 1055
v 46 150
v 47 67
v 48 1056
v 49 1057
v 50 238
v 51 1058
v 52 1059
v 53 1060
v 54 1061
v 55 248
v 56 1062
v 57 382
v 58 481
v 59 534
v 60 1063
v 61 1064
v 62 1065
v 63 151
v 64 404
v 65 55
v 66 1066
v 67 1067
v 68 780
v 69 1068
e 32 29 1200
e 30 2 2962
e 29 0 2963
e 31 3 2964
e 2 0 2965
e 30 31 2966
e 29 1 2967
e 32 30 2968
e 30 0 2969
e 31 1 2970
e 29 31 2971
e 3 1 2972
e 32 35 48
e 9 38 1741
e 32 33 520
e 34 4 2973
e 32 37 2974
e 35 33 522
e 33 34 2975
e 34 5 2976
e 37 7 2977
e 37 6 2978
e 35 37 2979
e 37 36 2980
e 34 0 2981
e 37 9 2982
e 37 8 2983
e 37 35 2984
e 35 7 2985
e 35 6 2986
e 32 42 66
e 42 41 2987
e 39 10 2988
e 35 39 2989
e 42 0 2990
e 11 0 2991
e 41 39 2992
e 41 35 2993
e 35 40 2994
e 40 3 2995
e 41 11 2996
e 41 40 2997
e 32 43 140
e 46 12 2998
e 14 13 2999
e 46 14 3000
e 43 44 3001
e 43 0 3002
e 20 45 3003
e 43 20 3004
e 42 52 3005
e 49 48 3006
e 42 47 318
e 42 0 3007
e 47 0 3008
e 47 49 3009
e 52 17 3010
e 17 0 3011
e 52 51 3012
e 0 50 3013
e 47 15 3014
e 0 16 3015
e 32 53 3016
e 35 18 3017
e 53 16 3018
e 35 54 3019
e 53 54 3020
e 53 18 3021
e 53 35 3022
e 54 19 3023
e 32 18 3024
e 35 18 3025
e 18 35 3026
e 0 57 3027
e 18 55 3028
e 18 47 3029
e 35 47 1445
e 56 0 3030
e 47 56 3031
e 32 59 1500
e 35 59 3032
e 59 0 3033
e 59 21 3034
e 35 0 3035
e 0 20 3036
e 32 0 3037
e 0 58 3038
e 21 0 3039
e 20 0 3040
e 32 61 3041
e 61 60 3042
e 61 58 3043
e 61 24 3044
e 22 0 3045
e 60 22 3046
e 60 23 3047
e 61 0 3048
e 65 64 1877
e 47 62 3049
e 27 0 3050
e 32 47 94
e 47 27 693
e 47 27 2341
e 47 25 3051
e 35 47 95
e 32 27 910
e 35 27 920
e 32 63 232
e 47 0 3052
e 63 47 1123
e 63 35 1493
e 47 65 3053
e 63 27 3054
e 32 28 3055
e 35 0 3056
e 35 28 3057
e 47 66 3058
e 35 55 1701
e 47 55 3059
e 28 0 3060
e 28 55 3061
e 32 69 3062
e 35 69 3063
e 27 26 3064
e 69 27 3065
e 0 28 3066
e 0 67 3067
e 28 0 3068
e 0 28 3069
e 68 50 3070
e 68 36 3071
e 0 68 3072
e 69 36 3073
t # 20
v 0 1069
v 1 1070
v 2 1071
v 3 745
v 4 1072
v 5 269
v 6 1027
v 7 1073
v 8 1074
v 9 923
v 10 1075
v 11 1076
v 12 29
v 13 690
v 14 1077
v 15 1078
v 16 1079
v 17 1080
v 18 633
v 19 45
v 20 1081
v 21 126
v 22 105
v 23 821
v 24 1082
v 25 53
v 26 1083
v 27 1084
v 28 820
v 29 1085
v 30 439
v 31 67
v 32 317
v 33 200
v 34 1086
v 35 617
v 36 1087
v 37 1088
v 38 19
v 39 49
v 40 621
v 41 42
v 42 1089
v 43 128
v 44 1090
v 45 1091
v 46 143
v 47 1092
v 48 323
v 49 389
v 50 336
v 51 1093
v 52 1094
v 53 208
v 54 1095
v 55 1096
v 56 1097
v 57 983
v 58 697
v 59 1098
v 60 1099
v 61 1100
v 62 850
v 63 289
v 64 1101
v 65 1102
v 66 1103
v 67 1104
v 68 151
v 69 1105
v 70 1106
v 71 239
v 72 926
v 73 1107
v 74 1108
v 75 495
v 76 867
v 77 857
v 78 1109
v 79 1110
v 80 1111
v 81 898
v 82 206
v 83 1112
v 84 1113
v 85 285
v 86 1114
v 87 16
v 88 1115
v 89 1116
v 90 884
v 91 1117
v 92 1118
v 93 1119
v 94 1120
v 95 851
v 96 1121
v 97 1122
v 98 145
v 99 262
v 100 334
v 101 261
v 102 291
v 103 1123
v 104 1124
v 105 1125
v 106 290
v 107 853
e 4 1 3074
e 38 37 3075
e 37 0 3076
e 37 2 3077
e 4 0 3078
e 37 4 3079
e 2 1 3080
e 2 1 3081
e 38 39 66
e 39 40 3082
e 39 41 77
e 40 7 3083
e 39 0 3084
e 40 1 3085
e 41 40 3086
e 42 0 3087
e 42 8 3088
e 41 42 3089
e 39 42 3090
e 7 0 3091
e 42 2 3092
e 38 43 910
e 43 4 3093
e 9 10 3094
e 43 1 3095
e 43 9 3096
e 38 44 3097
e 44 1 3098
e 44 14 3099
e 44 13 3100
e 44 12 3101
e 44 15 3102
e 44 41 3103
e 41 1 3104
e 41 12 3105
e 39 1 3106
e 39 16 3107
e 18 1 3108
e 39 45 3109
e 45 1 3110
e 45 18 3111
e 39 17 3112
e 46 12 3113
e 38 46 188
e 46 19 3114
e 41 12 3115
e 46 41 199
e 46 6 3116
e 46 0 3117
e 41 19 3118
e 46 6 3119
e 39 2 3120
e 41 47 3121
e 41 49 3122
e 39 47 3123
e 2 0 3124
e 49 0 3125
e 47 0 3126
e 49 5 3127
e 47 21 3128
e 49 48 3129
e 39 49 3130
e 21 20 3131
e 41 52 3132
e 31 52 3133
e 41 51 3134
e 31 51 3135
e 38 50 2398
e 50 2 3136
e 31 41 297
e 4 1 3137
e 50 31 3138
e 31 4 3139
e 11 10 3140
e 24 0 3141
e 55 24 3142
e 58 0 3143
e 55 0 3144
e 55 54 3145
e 58 5 3146
e 58 48 3147
e 23 0 3148
e 22 53 3149
e 58 57 3150
e 55 56 3151
e 11 53 3152
e 38 31 94
e 31 1 3153
e 31 1 3154
e 31 0 3155
e 31 0 3156
e 31 60 3157
e 60 59 3158
e 38 61 3159
e 61 1 3160
e 61 43 3161
e 61 62 3162
e 62 49 3163
e 47 63 3164
e 41 47 3165
e 61 47 3166
e 21 20 3167
e 62 0 3168
e 41 62 3169
e 61 41 3170
e 41 63 3171
e 41 0 3172
e 43 10 3173
e 62 63 3174
e 31 65 3175
e 31 64 3176
e 38 66 3177
e 66 67 3178
e 66 1 3179
e 67 21 3180
e 21 0 3181
e 38 68 232
e 38 69 3182
e 69 28 3183
e 38 49 2496
e 68 69 3184
e 68 49 3185
e 4 1 3186
e 49 27 3187
e 69 26 3188
e 49 26 3189
e 26 25 3190
e 28 9 3191
e 27 4 3192
e 39 29 3193
e 42 26 3194
e 69 1 3195
e 42 69 3196
e 69 30 3197
e 38 70 3198
e 70 31 3199
e 70 68 3200
e 70 29 3201
e 73 26 3202
e 73 34 3203
e 49 33 2188
e 31 71 3204
e 49 32 3205
e 71 49 3206
e 73 74 3207
e 72 11 3208
e 41 73 3209
e 71 41 3210
e 49 72 3211
e 11 1 3212
e 71 73 3213
e 31 49 3214
e 41 77 3215
e 33 79 3216
e 31 75 3217
e 75 31 3218
e 41 78 3219
e 33 80 3220
e 31 35 3221
e 77 76 3222
e 31 78 3223
e 41 76 3224
e 78 76 3225
e 38 81 2321
e 84 28 3226
e 84 28 3227
e 81 31 2437
e 31 83 3228
e 81 28 3229
e 83 82 3230
e 81 28 3231
e 83 84 3232
e 88 87 3233
e 86 88 3234
e 85 86 3235
e 86 11 3236
e 38 92 3237
e 92 91 3238
e 97 36 3239
e 58 90 3240
e 92 0 3241
e 96 3 3242
e 92 97 3243
e 36 1 3244
e 94 93 3245
e 92 49 3246
e 97 0 3247
e 31 89 3248
e 49 94 3249
e 58 28 3250
e 0 31 3251
e 95 96 3252
e 89 58 3253
e 92 95 3254
e 38 98 204
e 98 48 3255
e 98 21 2506
e 21 99 3256
e 98 0 3257
e 31 105 3258
e 101 102 498
e 31 100 3259
e 101 1 3260
e 102 90 3261
e 41 104 3262
e 1 101 3263
e 105 106 3264
e 104 103 3265
e 101 12 3266
e 102 104 3267
e 102 41 3268
e 106 107 2257
e 41 90 3269
t # 21
v 0 1126
v 1 224
v 2 222
v 3 194
v 4 121
v 5 635
v 6 344
v 7 218
v 8 217
v 9 404
v 10 207
v 11 475
v 12 182
v 13 687
v 14 632
v 15 183
v 16 570
v 17 1127
v 18 859
v 19 395
v 20 409
v 21 1128
v 22 66
v 23 195
v 24 577
v 25 204
v 26 350
v 27 1007
v 28 1129
v 29 1130
v 30 276
v 31 646
v 32 1131
v 33 400
v 34 1132
v 35 1133
v 36 91
v 37 1134
v 38 1135
v 39 1136
v 40 1137
v 41 1138
v 42 105
v 43 365
v 44 1139
v 45 864
v 46 22
v 47 1140
v 48 1141
v 49 406
v 50 1103
v 51 430
v 52 1142
v 53 203
v 54 1143
v 55 1144
v 56 192
v 57 1145
v 58 1146
v 59 1147
v 60 1148
v 61 405
v 62 659
v 63 1149
v 64 357
v 65 677
v 66 359
v 67 175
v 68 45
v 69 861
v 70 1150
v 71 48
v 72 248
v 73 1151
v 74 1152
v 75 23
v 76 185
v 77 1153
v 78 396
v 79 1154
v 80 1155
v 81 61
v 82 1156
v 83 1157
v 84 1
v 85 380
v 86 1158
v 87 441
v 88 393
v 89 19
v 90 151
v 91 370
v 92 572
v 93 42
v 94 1092
v 95 67
v 96 795
v 97 672
v 98 1159
v 99 1160
v 100 389
v 101 544
v 102 674
v 103 129
v 104 1161
v 105 644
v 106 1162
v 107 928
v 108 286
v 109 705
v 110 296
v 111 255
v 112 390
v 113 1163
v 114 1164
v 115 661
v 116 522
v 117 324
v 118 1165
v 119 1166
v 120 331
v 121 1167
v 122 415
v 123 669
v 124 1168
v 125 1169
v 126 1170
v 127 1171
v 128 1172
v 129 201
v 130 431
v 131 1173
v 132 1174
v 133 292
v 134 1175
v 135 1176
v 136 1177
v 137 133
v 138 1178
v 139 1179
v 140 447
v 141 675
v 142 394
v 143 791
v 144 1180
v 145 1181
v 146 1182
v 147 1183
v 148 378
v 149 240
v 150 235
v 151 1184
v 152 239
v 153 391
v 154 1185
e 6 5 1559
e 2 0 3270
e 87 4 3271
e 4 3 3272
e 2 87 3273
e 86 2 3274
e 0 1 3275
e 86 1 3276
e 87 6 3277
e 85 0 3278
e 89 88 769
e 88 6 3279
e 8 7 3280
e 88 8 3281
e 88 67 3282
e 89 91 3283
e 91 90 3284
e 2 0 3285
e 91 11 3286
e 91 2 3287
e 91 10 3288
e 0 10 3289
e 89 94 3290
e 94 7 3291
e 93 0 3292
e 94 0 3293
e 93 7 3294
e 93 92 3295
e 94 93 3296
e 94 13 3297
e 13 12 3298
e 7 92 3299
e 0 92 3300
e 89 95 94
e 95 14 3301
e 95 16 3302
e 14 7 3303
e 16 7 3304
e 89 96 3305
e 96 17 3306
e 96 18 3307
e 17 8 3308
e 96 17 3309
e 8 17 3310
e 17 21 3311
e 20 19 3312
e 100 99 3313
e 99 98 3314
e 97 22 3315
e 99 24 3316
e 89 97 1604
e 97 100 3317
e 97 23 3318
e 100 25 3319
e 102 27 3320
e 95 26 3321
e 95 22 3322
e 101 102 1621
e 22 9 3323
e 22 8 3324
e 8 101 3325
e 89 103 140
e 103 30 3326
e 93 28 3327
e 103 29 3328
e 103 28 3329
e 103 93 2047
e 93 29 3330
e 104 28 3331
e 104 31 3332
e 29 28 3333
e 93 28 3334
e 95 105 1593
e 105 32 3335
e 33 19 3336
e 95 33 3337
e 89 107 3338
e 108 36 3339
e 107 34 3340
e 36 34 3341
e 107 108 2544
e 36 9 3342
e 107 9 3343
e 36 4 3344
e 34 106 3345
e 9 34 3346
e 89 53 306
e 53 110 3347
e 53 35 3348
e 53 23 3349
e 53 37 3350
e 53 36 3351
e 110 9 3352
e 110 38 3353
e 53 40 3354
e 110 109 3355
e 110 39 3356
e 89 111 1598
e 113 22 3357
e 111 13 3358
e 112 113 3359
e 43 41 3360
e 111 110 3361
e 111 41 3362
e 111 42 3363
e 112 43 3364
e 110 112 3365
e 89 24 3366
e 24 114 3367
e 24 44 3368
e 115 45 3369
e 117 13 3370
e 115 45 3371
e 24 115 3372
e 44 0 3373
e 117 116 3374
e 115 117 3375
e 89 93 48
e 89 120 613
e 89 118 3376
e 93 120 3377
e 93 118 3378
e 120 15 1282
e 118 0 3379
e 118 119 3380
e 118 42 3381
e 119 43 3382
e 120 46 3383
e 118 27 3384
e 95 122 3385
e 95 47 3386
e 95 87 3387
e 87 48 3388
e 122 121 3389
e 87 47 3390
e 122 13 3391
e 48 9 3392
e 48 9 3393
e 89 102 3394
e 102 123 3395
e 102 124 3396
e 124 50 3397
e 102 49 3398
e 49 19 3399
e 89 127 3400
e 130 51 858
e 126 125 3401
e 129 130 3402
e 127 126 3403
e 127 2 3404
e 127 128 3405
e 128 129 3406
e 89 131 3407
e 131 53 3408
e 132 55 3409
e 131 132 3410
e 131 52 3411
e 131 54 3412
e 131 54 3413
e 36 56 3414
e 132 36 3415
e 89 134 3416
e 134 52 3417
e 134 57 3418
e 93 57 3419
e 93 52 3420
e 134 133 3421
e 134 13 3422
e 134 93 3423
e 52 92 3424
e 57 92 3425
e 89 135 3426
e 135 136 3427
e 135 34 3428
e 135 36 3429
e 89 137 3430
e 137 58 3431
e 102 36 3432
e 137 58 3433
e 95 60 3434
e 137 102 3435
e 95 12 3436
e 102 58 3437
e 137 95 3438
e 137 42 3439
e 102 60 3440
e 89 87 2879
e 87 90 3441
e 87 58 3442
e 87 8 3443
e 8 3 3444
e 8 58 3445
e 138 58 3446
e 87 138 3447
e 87 59 3448
e 138 23 3449
e 138 139 3450
e 87 64 3451
e 64 3 3452
e 87 65 3453
e 64 63 3454
e 87 63 3455
e 63 62 3456
e 61 62 1653
e 95 90 417
e 95 65 3457
e 66 63 3458
e 140 66 3459
e 101 140 3460
e 95 10 608
e 140 12 3461
e 10 101 1622
e 142 68 3462
e 53 142 3463
e 53 67 307
e 53 141 1637
e 87 62 3464
e 146 145 3465
e 69 62 3466
e 143 146 3467
e 62 69 3468
e 62 65 3469
e 65 13 3470
e 146 144 3471
e 87 143 3472
e 119 22 3473
e 89 147 3474
e 87 22 3475
e 147 87 3476
e 147 71 3477
e 148 12 3478
e 148 72 3479
e 147 70 3480
e 71 148 3481
e 89 151 3482
e 89 90 232
e 90 151 3483
e 89 150 1644
e 70 13 3484
e 151 74 3485
e 150 73 3486
e 70 133 3487
e 151 70 3488
e 90 150 3489
e 53 64 743
e 150 149 3490
e 150 53 3491
e 75 76 3492
e 150 70 3493
e 70 75 3494
e 22 150 3495
e 152 153 3496
e 95 77 3497
e 150 79 3498
e 153 80 3499
e 22 152 3500
e 120 154 3501
e 89 110 520
e 120 81 3502
e 120 82 3503
e 93 110 522
e 110 84 749
e 81 3 3504
e 83 17 3505
e 110 83 3506
e 84 61 3507
t # 22
v 0 214
v 1 1186
v 2 105
v 3 365
v 4 64
v 5 126
v 6 150
v 7 729
v 8 1187
v 9 89
v 10 741
v 11 50
v 12 1188
v 13 79
v 14 222
v 15 67
v 16 547
v 17 35
v 18 349
v 19 205
v 20 1166
v 21 99
v 22 45
v 23 310
v 24 1189
v 25 100
v 26 1190
v 27 467
v 28 1191
v 29 1192
v 30 240
v 31 382
v 32 54
v 33 242
v 34 1045
v 35 207
v 36 6
v 37 142
v 38 21
v 39 101
v 40 1193
v 41 1194
v 42 898
v 43 471
v 44 331
v 45 388
v 46 19
v 47 151
v 48 1195
v 49 615
v 50 143
v 51 42
v 52 206
v 53 602
v 54 238
v 55 1196
v 56 128
v 57 445
v 58 1197
v 59 1198
v 60 531
v 61 383
v 62 330
v 63 442
v 64 1199
v 65 49
v 66 290
v 67 532
v 68 1200
v 69 538
v 70 541
v 71 1201
v 72 1202
v 73 623
v 74 323
v 75 1203
v 76 377
v 77 1063
v 78 969
v 79 203
v 80 379
v 81 1204
v 82 1205
v 83 503
v 84 129
v 85 389
v 86 668
e 46 42 2321
e 3 0 3508
e 42 0 3509
e 44 2 3510
e 42 43 3511
e 46 44 613
e 44 45 1940
e 42 1 3512
e 44 3 1939
e 46 15 94
e 15 47 417
e 15 5 3513
e 2 0 3514
e 15 2 705
e 15 2 3515
e 46 49 1423
e 49 50 3516
e 46 50 188
e 50 12 3517
e 50 6 3518
e 50 11 3519
e 46 48 3520
e 50 51 199
e 49 48 3521
e 51 12 3522
e 51 11 3523
e 48 8 3524
e 48 6 3525
e 12 13 3526
e 50 13 3527
e 51 13 3528
e 8 10 3529
e 15 14 700
e 15 24 3530
e 24 52 3531
e 15 9 2382
e 53 10 3532
e 14 13 3533
e 15 53 3534
e 14 0 3535
e 46 51 48
e 46 56 910
e 46 55 3536
e 51 0 3537
e 56 0 368
e 51 56 920
e 51 55 3538
e 17 0 3539
e 51 54 2134
e 55 0 3540
e 56 17 3541
e 55 54 3542
e 56 54 3543
e 55 16 3544
e 55 13 3545
e 46 2 3546
e 58 2 3547
e 2 58 3548
e 2 57 3549
e 58 0 3550
e 18 2 3551
e 2 18 3552
e 46 19 1180
e 19 0 3553
e 19 59 3554
e 59 60 3555
e 59 61 3556
e 61 0 3557
e 59 0 3558
e 61 50 3559
e 15 19 3560
e 15 19 3561
e 44 20 3562
e 15 44 3563
e 44 2 3564
e 44 21 3565
e 19 44 3566
e 15 3 1088
e 15 51 1962
e 15 22 3567
e 15 3 1783
e 15 24 3568
e 15 62 3569
e 62 23 3570
e 63 0 3571
e 46 65 66
e 63 64 3572
e 46 63 895
e 51 63 3573
e 51 65 319
e 65 0 3574
e 66 26 3575
e 65 66 3576
e 64 2 3577
e 63 15 3578
e 66 25 3579
e 66 0 3580
e 46 67 1128
e 67 68 3581
e 67 0 3582
e 70 69 1792
e 70 0 3583
e 68 27 3584
e 68 70 3585
e 68 6 3586
e 70 6 3587
e 70 9 3588
e 6 0 3589
e 65 27 3590
e 65 51 3591
e 15 4 3592
e 15 71 3593
e 65 15 318
e 4 0 3594
e 65 58 3595
e 46 72 3596
e 72 51 3597
e 72 73 3598
e 28 0 3599
e 73 31 1501
e 28 7 3600
e 72 18 3601
e 73 28 3602
e 28 0 3603
e 7 28 3604
e 28 2 3605
e 7 9 3606
e 15 28 3607
e 15 74 3608
e 15 75 3609
e 46 76 3610
e 49 76 3611
e 76 0 3612
e 50 0 3613
e 50 37 3614
e 29 0 3615
e 15 77 3616
e 29 0 3617
e 15 29 3618
e 15 78 2658
e 29 9 3619
e 15 30 3620
e 15 79 3621
e 79 0 3622
e 79 31 3623
e 34 0 3624
e 15 33 3625
e 15 32 3626
e 80 32 3627
e 15 80 690
e 15 34 3628
e 46 37 1728
e 37 15 3629
e 15 81 3630
e 37 0 3631
e 15 0 424
e 46 84 140
e 84 15 994
e 84 83 3632
e 84 21 3633
e 15 35 608
e 84 82 3634
e 15 36 3635
e 46 85 2496
e 51 44 3377
e 51 84 139
e 51 85 3636
e 44 0 3637
e 44 54 3638
e 84 0 3639
e 44 18 3640
e 84 54 3641
e 85 0 3642
e 39 13 3643
e 44 13 3644
e 85 54 3645
e 38 37 3646
e 84 40 3647
e 85 86 2672
e 85 38 3648
e 40 41 3649
e 85 39 3650
e 38 37 3651
t # 23
v 0 257
v 1 1206
v 2 259
v 3 815
v 4 1207
v 5 10
v 6 1208
v 7 105
v 8 200
v 9 262
v 10 126
v 11 89
v 12 108
v 13 261
v 14 821
v 15 443
v 16 517
v 17 1209
v 18 1210
v 19 1211
v 20 1212
v 21 1213
v 22 365
v 23 1214
v 24 707
v 25 1215
v 26 273
v 27 1216
v 28 218
v 29 848
v 30 824
v 31 855
v 32 994
v 33 267
v 34 1217
v 35 54
v 36 593
v 37 1218
v 38 1219
v 39 1220
